text,label,source
"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.",fake,LIAR_LOCAL
On running a civil and polite campaign,fake,LIAR_LOCAL
Funding the federal health care law without a tax hike will require the state to cut nearly a quarter of its annual budget.,fake,LIAR_LOCAL
"Judge Sotomayor has said ""that policy is made on the U.S. Court of Appeals.""",partially_true,LIAR_LOCAL
SaysDonald Trump called pregnant employees an inconvenience.,real,LIAR_LOCAL
"Oregon House Republicans jobs plan could generate more than 50,000 jobs over five years.",real,LIAR_LOCAL
Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,fake,LIAR_LOCAL
Says Chuck Hagel opposed sanctions against Iran.,partially_true,LIAR_LOCAL
Wisconsin still ranks first among the 50 states in manufacturing jobs per capita.,real,LIAR_LOCAL
There is a very identifiable Somali community back home in Delaware.,fake,LIAR_LOCAL
Sixteen thousand new Internal Revenue Service agents will be empowered to enforce the new health care legislation.,fake,LIAR_LOCAL
Says he earned the highest possible credit ratings as state treasurer.,real,LIAR_LOCAL
"Today, there are more Hoosiers going to work than ever before in the 200-year history of the great state of Indiana.",partially_true,LIAR_LOCAL
Obama has proposed a 1.4% pay increase for active duty military in 2011. This is THE LOWEST SINCE 1973 ... A LOWER PAY INCREASE THAN WELFARE RECIPIENTS!!!,fake,LIAR_LOCAL
Federal stimulus money went to a Georgia Tech project that will apparently involve the professor jamming with world-renowned musicians to hopefully also create satisfying works of art.,fake,LIAR_LOCAL
"Fred's never had a 100 percent record on right-to-life in his Senate career. The records reflect that. And he doesn't support the human life amendment, which is most amazing because that's been a part of the Republican platform since 1980.",partially_true,LIAR_LOCAL
Gubernatorial candidate Maggie Hassan supported 33 tax and fee increases as Senate Majority Leader.,partially_true,LIAR_LOCAL
Republican candidate for governor Nathan Deal fought to weaken Georgias rape shield law.,partially_true,LIAR_LOCAL
"If the Republicans were the majority, (Rep. Barton) would have actually the gavel and the chairmanship.",partially_true,LIAR_LOCAL
President Barack Obama supports immigration amnesty.,partially_true,LIAR_LOCAL
On the Keystone XL pipeline,real,LIAR_LOCAL
We have 50 state lobbyists that just lobby the Legislature for money every year.,real,LIAR_LOCAL
"Says Bill Clinton signed a law very similar to, and Barack Obama voted for a law something like, Indianas Religious Freedom Restoration Act.",partially_true,LIAR_LOCAL
Was Martha Kanter dispatched to Corvallis with $17 million in stimulus money to save Craig Robinsons job?,fake,LIAR_LOCAL
U.S. Sen. Johnny Isakson has voted for $7 trillion of our national debt!,real,LIAR_LOCAL
Says recall organizers started their website last November and began work on their effort before he even took office.,fake,LIAR_LOCAL
The overall fact about illegal immigration is that its not actually getting worse.,real,LIAR_LOCAL
John McCain said last year he didn't know of a solution to the mortgage crisis.,real,LIAR_LOCAL
"Says the health care reform bill was paid for, in part, by taking money from students and the student loan system.",partially_true,LIAR_LOCAL
This years state budget and my spending proposal for Fiscal Year 2016 represent an infusion of more than $1 billion in additional money for K-12 education.,partially_true,LIAR_LOCAL
Says she stood up to Gov. Scott Walker on tax cuts for wealthy corporations while her congressional opponent voted with Walker.,partially_true,LIAR_LOCAL
Says Obama called Kagan a moderate. He called Sotomayor a moderate.,real,LIAR_LOCAL
New Mexico is the second Hollywood because of tax incentives for the film industry.,partially_true,LIAR_LOCAL
Wisconsin Gov. Scott Walkers estimate of a $3.6 billion state budget deficit is manufactured and a bogus figure.,fake,LIAR_LOCAL
"Ben Carson is running for president to eliminate dependency on government. But he doesnt mention that he grew up in public schools, got public housing and food stamps, got free glasses from a government program, was helped by Affirmative Action, and got Pell Grants for college.",partially_true,LIAR_LOCAL
SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,fake,LIAR_LOCAL
Government employees make 43 percent more in wages and benefits than private-sector workers.,fake,LIAR_LOCAL
China is going to have twice the number of submarines we have in just over a decade.,partially_true,LIAR_LOCAL
Obama himself voted against funding our nation's veterans and troops in the field during a time of war.,real,LIAR_LOCAL
"Since being elected, (Tom Barrett) has dumped 8.2 billion gallons of raw sewage into Lake Michigan.",fake,LIAR_LOCAL
Saudi Arabia is the only Muslim country out of 47 Muslim-majority countries where women cannot get licenses to drive.,real,LIAR_LOCAL
Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits.,partially_true,LIAR_LOCAL
Says in Newark were paying 80 percent of the school budget from local property taxes.,fake,LIAR_LOCAL
"The Massachusetts Supreme Court...defined marriage as simply, quote,the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.",fake,LIAR_LOCAL
SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington.,fake,LIAR_LOCAL
"For the first time since the Korean War, total federal spending has gone down for two years in a row.",real,LIAR_LOCAL
"As a senator, Hillary Clinton actually paid female staffers a lot less than men.",fake,LIAR_LOCAL
"Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.",real,LIAR_LOCAL
Says Rick Scott cut Bright Futures scholarships in half.,partially_true,LIAR_LOCAL
"As soon as Chris Christie was governor, he gave tax cuts to millionaires.",partially_true,LIAR_LOCAL
The Fair Tax proposal encourages innovation and investment level the playing field for American companies to compete globally.,partially_true,LIAR_LOCAL
"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",real,LIAR_LOCAL
Says he and Bernie Sanders have very similar views on trade,real,LIAR_LOCAL
All the money the Department of Citrus has is paid for by the citrus growers. You dont save dollars by eliminating the Department of Citrus.,real,LIAR_LOCAL
Says there are four super PACs on the Republican side of the Texas U.S. Senate race.,real,LIAR_LOCAL
Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.,fake,LIAR_LOCAL
"Latinos in Nevada support Educational Savings Accounts, helping more than 450,000 students access better schools. But Catherine Cortez Masto is against it.",real,LIAR_LOCAL
Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,real,LIAR_LOCAL
The Obama administration offered no magic number of people that needed to sign up for health care on the marketplaces.,fake,LIAR_LOCAL
"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.",real,LIAR_LOCAL
TheHousebudget plan proposes the largest discretionary spending cut in history.,real,LIAR_LOCAL
On a balanced budget amendment.,fake,LIAR_LOCAL
Says Charlie Crist voted against raising the minimum wage.,partially_true,LIAR_LOCAL
"Weve seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.",partially_true,LIAR_LOCAL
Mitt Romney said we should let foreclosures hit the bottom.,partially_true,LIAR_LOCAL
Says that the new financial services law requires 358 regulatory filings.,real,LIAR_LOCAL
Theres no money for Planned Parenthood in the bill that would keep the government open.,real,LIAR_LOCAL
Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,partially_true,LIAR_LOCAL
"National debt plus unfunded liabilities adds up to $520,000 per American household.",partially_true,LIAR_LOCAL
Dan Gelber: On the record against scholarships to help our needy children attend Jewish private schools.,fake,LIAR_LOCAL
Weve lost 26 million jobs since (Obamas) been president.,fake,LIAR_LOCAL
"Says Jim Renacci ran against the Washington establishment in the election, but is now hypocritically embracing it with big money, special interest fundraisers.",partially_true,LIAR_LOCAL
Four out of 10 homicides are committed by gun in this city.,real,LIAR_LOCAL
Over half of the foreign-born population in Rhode Island is white.,partially_true,LIAR_LOCAL
"If Austin voters reject Proposition 1, a completely new City-run criminal background check process will cost millions in processing fees, additional staff, and bureaucracy with taxpayers getting the bill.",fake,LIAR_LOCAL
The median income in this country has declined 10 percent in the last four years.,partially_true,LIAR_LOCAL
We refused to balance the budget on the backs of our children.,fake,LIAR_LOCAL
"Under the cap-and-trade bill, homes would have to be retrofitted to meet energy and water efficiency standards before they could be sold.",fake,LIAR_LOCAL
"Jeff Weems legal record is one of defending BP, Enron and just about every big oil company against the working man.",partially_true,LIAR_LOCAL
This bill allows Virginia to join about 23 other states that have an ultrasound procedure before an abortion.,real,LIAR_LOCAL
In the Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.,partially_true,LIAR_LOCAL
Clayton County offers the lowest operating millage rate in Metro Atlanta.,fake,LIAR_LOCAL
On which team hes rooting for in the World Series.,partially_true,LIAR_LOCAL
"A grant for $5,000 [from the Governors Workforce Board] went to teach an employee at a company that makes ornamental business card holders how to use Facebook and Twitter.",fake,LIAR_LOCAL
"Compared to President Obama,President Reagan rushed home from Santa Barbara vacation, from the Reagan ranch when the Korean jetliner was shot out of the air by the Russians.",fake,LIAR_LOCAL
"Virginia was named best managed state, best state for business and best state toraise a child while I was governor.",real,LIAR_LOCAL
Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.,fake,LIAR_LOCAL
A recent study of a proposed cap-and-trade policys effect on Wisconsin consumers showed it could raise gasoline prices by 141 percent and electricity rates by 171 percent by 2030.,fake,LIAR_LOCAL
"Despite President Barack Obamas promise to cut healthcare costs, the average cost of a family policy is up $1,300.",partially_true,LIAR_LOCAL
"Texas state Reps. Dan Branch and Jim Pitts, lieutenants to House Speaker Joe Straus, are helping Democrat Ellen Cohen against her Republican challenger, doing events with her in her district.",partially_true,LIAR_LOCAL
A recent report from the presidents deficit commission was completely empty on controlling health care costs.,fake,LIAR_LOCAL
Bill McCollum on the Arizona immigration law.,fake,LIAR_LOCAL
"During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. (He) promises to protect those rights, but thats not what his record shows.",fake,LIAR_LOCAL
Not one dime gets added to the deficit because of Social Security.,fake,LIAR_LOCAL
"Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes.",fake,LIAR_LOCAL
"In 2002, Iran was more or less an American ally.",partially_true,LIAR_LOCAL
"We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious Son of Boss tax scandal, one of the largest tax avoidance schemes in history.",partially_true,LIAR_LOCAL
SaysJeb Bush significantly cut early voting prior to the 2008 presidential election.,real,LIAR_LOCAL
John McCains chief economic adviser during the 08 race estimated that Trumps promises would cause America to lose 3.5 million jobs.,partially_true,LIAR_LOCAL
"Today, about 40 percent of guns are purchased without a background check.",partially_true,LIAR_LOCAL
"GM has ""repaid our government loan, in full, with interest, five years ahead of the original schedule.""",partially_true,LIAR_LOCAL
Says his plan to raise car registration to $56 would still leave Virginia with a fee thats equal to or lower than most states.,fake,LIAR_LOCAL
Says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class.,fake,LIAR_LOCAL
[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.,partially_true,LIAR_LOCAL
Says President Barack Obama is a socialist.,fake,LIAR_LOCAL
"Barack Obama ""wants the government to take over health care, spend hundreds of billions of dollars of new money for health insurance for everyone.""",fake,LIAR_LOCAL
"Says the United States actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.",real,LIAR_LOCAL
"Says Milwaukee Mayor Tom Barrett is responsible for the roughly $7,800 I pay in property taxes per year.",fake,LIAR_LOCAL
Says Ellen Rosenblum has said over and over again that this is a job where 80 percent of the job is being the governments lawyer.,partially_true,LIAR_LOCAL
There will be no public funding for abortion in this legislation.,real,LIAR_LOCAL
"Says that voter identification laws keep poor people from voting, minorities from voting, the elderly from voting, students from voting.",partially_true,LIAR_LOCAL
CEOs now earn 431 times what their workers earn.,partially_true,LIAR_LOCAL
"We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, theyre considered employed.",fake,LIAR_LOCAL
"One in five women in the military are receiving unwanted sexual contact, as are 3.3 percent of men.",real,LIAR_LOCAL
"Says 23 percent of ninth graders in Newark will graduate with a high school diploma in four years and we spend $100,000 on their education in those four years, more than is spent on any other set of students in the United States.",fake,LIAR_LOCAL
On whether the state should ramp up borrowing to build roads.,partially_true,LIAR_LOCAL
Granite State shipbuilders . . . built the first ship that sailed into battle under a new American flag.,partially_true,LIAR_LOCAL
In 1993 the Republicans embraced a health platform that proudly features an individual mandate as its main component.,partially_true,LIAR_LOCAL
"One of the key things about Leonard Lance is that in 2008, when you look at [the] Project Vote Smart website, he was not for guns. Now he has gone too far to the right, saying that you can carry concealed weapons in national parks.",fake,LIAR_LOCAL
Says Mitt Romney had millions in a Swiss bank account.,real,LIAR_LOCAL
"Due to over-incarceration in 1950, two out of three young black men were in the workforce. Today, its one out of three black men are in the workforce.",partially_true,LIAR_LOCAL
"Repealing the sales tax on boats in Rhode Island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.",partially_true,LIAR_LOCAL
"Under Obama, the national debt has been reduced every year for the last five years.",fake,LIAR_LOCAL
Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,real,LIAR_LOCAL
It is simply a fact that insufficient funding for Amtrak has delayed the installation of a positive train control safety system. To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.,partially_true,LIAR_LOCAL
Says a national Coca-Cola study showed Texans love Texas more than residents of any other state love their state; Wisconsinites ranked second.,fake,LIAR_LOCAL
I was the first member of Congress to call him (Barack Obama) a socialist...,fake,LIAR_LOCAL
The money supply has doubled in the last year.,fake,LIAR_LOCAL
Says U.S. Rep. Bruce Poliquin voted to force seniors to pay more for prescription drugs.,partially_true,LIAR_LOCAL
The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.,real,LIAR_LOCAL
"The Internal Revenue Service spent $60,000 on a Star Trek training video.",partially_true,LIAR_LOCAL
We spend three times more on entitlements and debt services than we do on defense.,real,LIAR_LOCAL
Says children are coming into the U.S. in staggering numbers because President Barack Obama has been promising amnesty.,fake,LIAR_LOCAL
"Says Donald Trump said at the Republican convention, I alone can fix it.",real,LIAR_LOCAL
"In the 18th Congressional District, 100% of electric generation comes from coal.",real,LIAR_LOCAL
The state budget has actually grown by $4.6 billion under Gov. Scott Walkers actions.,partially_true,LIAR_LOCAL
Says the Human Rights Campaign is secretly funded,fake,LIAR_LOCAL
"Says Saudi Arabia, a U.S. ally, has paid to export throughout the world Wahhabism -- an extreme form of Islam that basically teaches Americans are the devil.",real,LIAR_LOCAL
Millennials are more pro-life than baby boomers and older Americans.,fake,LIAR_LOCAL
"If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.",fake,LIAR_LOCAL
On same-sex marriage.,fake,LIAR_LOCAL
Says Mitch McConnell credits Republicans for recent economic improvements even though they took control of the Senate only days ago.,real,LIAR_LOCAL
"Obama voted ""to cut off funding for our American troops on the battlefield.""",fake,LIAR_LOCAL
Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.,partially_true,LIAR_LOCAL
Says only 25 percent of Texas high school students graduate prepared for college or careers.,fake,LIAR_LOCAL
"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",real,LIAR_LOCAL
"When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty.",fake,LIAR_LOCAL
"The Bush administration pulled the troops out of Afghanistan, pulled the resources away, because they wanted to invade Iraq instead.",partially_true,LIAR_LOCAL
When is a farm bill not a farm bill? When 90 percent of it is for food stamps.,real,LIAR_LOCAL
Says Ron Johnson supported a plan to cut benefits and raise the retirement age for Social Security.,fake,LIAR_LOCAL
Says Obama promised to cut the deficit in half.,real,LIAR_LOCAL
Today there are more men and women out of work in America than there are people working in Canada.,fake,LIAR_LOCAL
The new 21st State Senate district was created in secret for Van Wanggaard. It was drawn within half a block of his house.,real,LIAR_LOCAL
"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, Allah be praised. America we will kill you all and nothing you can do to stop it.",fake,LIAR_LOCAL
Senate Bill 5 makes it harder for nurses to give the patients the quality care they need.,fake,LIAR_LOCAL
Trade deals threaten Indias role as the pharmacy of the developing world for new HIV medicines.,real,LIAR_LOCAL
"Says the federal stimulus program was ineffective because the number of jobs has actually decreased by 18,300 through July 2011.",partially_true,LIAR_LOCAL
(McCain) said he was opposed to overturning Roe v. Wade. Now he's for overturning Roe v. Wade.,partially_true,LIAR_LOCAL
"But it was Hillary Clinton, in an interview with Tom Brokaw, who quote 'paid tribute' to Ronald Reagan's economic and foreign policy.",partially_true,LIAR_LOCAL
Weve had a dramatic drop in violent crime since this law (stand your ground) has been in effect.,partially_true,LIAR_LOCAL
Were losing now over $500 billion a year in terms of imbalance with China.,fake,LIAR_LOCAL
"Barack Obama was ""a trial attorney for ACORN.""",partially_true,LIAR_LOCAL
"The EPA wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.",fake,LIAR_LOCAL
"Were at the point of reaching 2 million deportations ...this is a historic level, more than any other president of the United States.",partially_true,LIAR_LOCAL
Says Newt Gingrich said Spanish is the language of the ghetto.,real,LIAR_LOCAL
"Since 2004, more than 2,000 suspected terrorists have legally purchased weapons in the United States.",real,LIAR_LOCAL
"An audit shows there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,",real,LIAR_LOCAL
Says President Barack Obama delivered $2 billion to Brazil to help with offshore drilling projects.,fake,LIAR_LOCAL
"When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get back from the federal government.",partially_true,LIAR_LOCAL
"Since I was elected, crime rates have been at their lowest in over a decade.",real,LIAR_LOCAL
There are more young black males involved in the criminal justice system than there are in higher education.,fake,LIAR_LOCAL
"Poor people go to a ""payday lender...and they pay 300, 400, 500 percent interest.""",real,LIAR_LOCAL
"The federal government owns about half of the West, yet it continues to acquire more land.",real,LIAR_LOCAL
"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.",partially_true,LIAR_LOCAL
"In the Patient Protection and Affordable Care Act, it was the Democrats who cut $500 billion from Medicare. And they also put in place the Independent Payment Advisory Board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all Americans.",fake,LIAR_LOCAL
"We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history",real,LIAR_LOCAL
New Hampshire has lost more jobs to China than any other state.,partially_true,LIAR_LOCAL
The health care bill has six years of costs against 10 years of tax revenue.,partially_true,LIAR_LOCAL
"As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes.",real,LIAR_LOCAL
Says Hillary Clinton wantsillegal immigrants collectingSocial Security benefits.,fake,LIAR_LOCAL
"In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.",fake,LIAR_LOCAL
"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",real,LIAR_LOCAL
"Says Ohio Gov. John Kasich had the worst rating on spending of any governor in the country, Republican or Democrat.",partially_true,LIAR_LOCAL
"The United States is ""seeing greater income inequality now than any time since the 1920s.""",real,LIAR_LOCAL
Says Nick Rahall voted with Obama 94 percent of the time.,partially_true,LIAR_LOCAL
"The president won the youth vote 3 to1, but his numbers have dropped 20, 30 percent among the youth.",real,LIAR_LOCAL
"Most women, including 98 percent of Catholic women, have used contraception.",real,LIAR_LOCAL
Mark Warners record is one of acting against the Keystone XL pipeline.,fake,LIAR_LOCAL
"Under the new and little known 'global justice' initiative, the Obama administration has ordered FBI agents to ""read Miranda Rights to high-value terrorist detainees captured on the battlefield.""",partially_true,LIAR_LOCAL
The United States is behind many countries in Europe in terms of the ability of every kid in America to get ahead.,real,LIAR_LOCAL
"We never had an earthquake in Youngstown until John Kasich was elected Governor,",partially_true,LIAR_LOCAL
The Russians didnt wear uniforms when they came in to Ukraine.,real,LIAR_LOCAL
Virginia is home to more veterans per capita than any state in America.,fake,LIAR_LOCAL
The Republican Party has 21 percent party ID and shrinking.,real,LIAR_LOCAL
My wife is going to be the first Hispanic first lady in the history of Texas.,real,LIAR_LOCAL
"Of the roughly 15 percent of Americans who dont have health insurance, half of them made more than $50,000 a year.",fake,LIAR_LOCAL
Every year there is a slightly smaller percentage of American households owning guns.,partially_true,LIAR_LOCAL
Right now we are at 90 percent health insurance covered. Thats the highest weve ever been in our country.,real,LIAR_LOCAL
Says Hillary Clinton took money from kings of Saudi Arabia and Morocco and Oman and Yemen.,partially_true,LIAR_LOCAL
Georgia lawmakers fuel up for the session by feasting on wild hogs.,real,LIAR_LOCAL
"When I became president and CEO of Godfathers Pizza, it was supposed to go bankrupt . . . We turned it around with common-sense business principles.",real,LIAR_LOCAL
"Today, the Social Security system is broke.",fake,LIAR_LOCAL
"On whether he would vote for the budget proposed by Rep. Paul Ryan, R-Wis.",fake,LIAR_LOCAL
Student loans from the federal government issued between 2007 and 2012 are on target to produce $66 billion in profits for the United States government.,partially_true,LIAR_LOCAL
"Almost 88,000 United States service members are still missing and unaccounted for, dating back to World War II.",real,LIAR_LOCAL
Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.,partially_true,LIAR_LOCAL
"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House.",real,LIAR_LOCAL
The number of people who believeinsocialism ...is increasing.,partially_true,LIAR_LOCAL
"Rather than work to secure the border, (Marco Rubio) supported Obamas amnesty plan for illegal immigrants.",fake,LIAR_LOCAL
"The labor market is weak because if you count the unemployed, underemployed, and those whove stopped looking for work, the unemployment rate actually went up last month to 13.5 percent.",partially_true,LIAR_LOCAL
Says Barack Obama broke a decades-old policy of not negotiating with terrorists.,fake,LIAR_LOCAL
"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.",real,LIAR_LOCAL
90 percent of fires in Arizona are human-caused.,partially_true,LIAR_LOCAL
"Says that 98,184 Texans are now driving with temporary drivers licenses lacking their photos.",partially_true,LIAR_LOCAL
Says he raised average family income by 50 percent during his tenure as Arkansas governor.,fake,LIAR_LOCAL
"When you compare our state pension system to other systems throughout the country, our benefits are not gold-plated. They are not rich. They are actually average or below average.",partially_true,LIAR_LOCAL
There are 3 million jobs available in America that are not filled because too many of our people dont have the skills for those jobs.,partially_true,LIAR_LOCAL
Sherrod Brown and his special interest allies in Washington are plotting to spend over $13 million to defeat Josh Mandel.,partially_true,LIAR_LOCAL
He has ushered in $3 billion in new investment.,fake,LIAR_LOCAL
I never lobbied under any circumstance for Freddie Mac.,partially_true,LIAR_LOCAL
The five Guantanamo detainees swapped for Bowe Bergdahl are back on the battlefield.,fake,LIAR_LOCAL
The Department of Energys Billion Ton Study has shown that wind and solar energy combined could at best provide only 5 percent of our total energy needs.,fake,LIAR_LOCAL
"I led the fight to require the Coast Guard to buy their engines from us, not foreign companies.",fake,LIAR_LOCAL
"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",real,LIAR_LOCAL
Says Scott Walker tried to pass a law to allow pharmacists to block womens access to birth control.,fake,LIAR_LOCAL
Says Tom Barrett supports a government takeover of our health care,fake,LIAR_LOCAL
"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed.""",fake,LIAR_LOCAL
"Unemployment numbers are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, its a total disaster.",fake,LIAR_LOCAL
The rifle used by Omar Mateen shoots off 700 rounds in a minute.,fake,LIAR_LOCAL
Mitt Romney says the next president doesn't need foreign policy experience.,real,LIAR_LOCAL
FCAT tests account for less than 1 percent of the instructional time provided during the year.,fake,LIAR_LOCAL
Says the federal government threatened to impose a no-fly zone in Texas if state legislators bar airport security officials from performing pat-downs.,partially_true,LIAR_LOCAL
Says Kurt Schrader supports Obamas sequester but wont cut $1.6 million to fund new video games.,fake,LIAR_LOCAL
The city of Atlanta has either the highest or second-highest average water bills in the country.,real,LIAR_LOCAL
On an earmark moratorium.,fake,LIAR_LOCAL
The United States has the most number of deductions available to corporations for the corporate income tax.,fake,LIAR_LOCAL
Says Mitt Romney wants to add $2 trillion to defense budget that the military hasnt asked for.,real,LIAR_LOCAL
Congressman McCollum voted to dismantle Social Security.,fake,LIAR_LOCAL
"As governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent.",partially_true,LIAR_LOCAL
Says President Barack Obama wants to raise the lowest (income) tax rate from 10 to 15 percent.,fake,LIAR_LOCAL
"This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.",real,LIAR_LOCAL
"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.",real,LIAR_LOCAL
Says Sen. Kay Bailey Hutchison took 154 private flights all funded by taxpayers though commercial flights were readily available at a fraction of the cost.,partially_true,LIAR_LOCAL
The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,fake,LIAR_LOCAL
Eighty percent of all U.S. communities depend solely on trucks to deliver and supply the products sold in stores or ordered online.,real,LIAR_LOCAL
"U.S. Rep. Bill Young ""has accepted $737,000 from lobbyists and recipients of his earmarks.""",partially_true,LIAR_LOCAL
"The CBO says if we raise the minimum wage the way Charlie (Crist) wants to do it, it would lose 500,000 jobs.",partially_true,LIAR_LOCAL
"Emails released to the public show Hillary Clinton discussed the location of Ambassador Stevens, who of course was murdered, in Libya.",partially_true,LIAR_LOCAL
Ive supported every investigation (into Hurricane Katrina) and ways of finding out how what caused the tragedy. Ive met with people on the ground. Ive met with the governor.,fake,LIAR_LOCAL
Says Rep. Steve Stockman basically wants gun-filled zones in schools.,real,LIAR_LOCAL
"The top man at Yale Law School came out ... with just a raging report about former HP CEO Carly Fiorina,saying she isone of the worst executives in his memory in history running the company.",real,LIAR_LOCAL
"NAFTA allows a lot of trucks from Mexico, for example, to leave there and ... drive straight through without even being inspected.",fake,LIAR_LOCAL
"Says Ron Saunders made the choice to stand with Rick Scott on expanding school vouchers, restricting scholarships and giving tax breaks to the wealthy.",fake,LIAR_LOCAL
"You said you would vote against the Patriot Act, then you came to the Senate, you voted for it.",partially_true,LIAR_LOCAL
Says 56 percentof (the U.S.-Mexico) border is not under our control.,partially_true,LIAR_LOCAL
John Kerry was at 4 percent in the polls in December of 2003...and he ended up becoming the nominee of the party.,partially_true,LIAR_LOCAL
"Countries bombed: Obama 7, Bush 4",real,LIAR_LOCAL
Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,real,LIAR_LOCAL
Its just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.,fake,LIAR_LOCAL
"In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.",real,LIAR_LOCAL
"Today, you cant rely on (the retirement fund for public employees), its not funded.",fake,LIAR_LOCAL
"The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.",real,LIAR_LOCAL
John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,fake,LIAR_LOCAL
"This year, the federal government will have more revenue than any year in the history of our country.",partially_true,LIAR_LOCAL
The Cathedral of Christ the King is one of the Archdiocese of Atlantas largest and fastest-growing parishes.,real,LIAR_LOCAL
John McCain stood up to the president and sounded the alarm on global warming ... five years ago.,real,LIAR_LOCAL
"Since 1981, reconciliation has been used 21 times. Most of it's been used by Republicans.",real,LIAR_LOCAL
Eliminating Obamacare ... saves $95 billion a year.,fake,LIAR_LOCAL
Says Floridas pension plan faces the same long-term funding problems as Social Security.,partially_true,LIAR_LOCAL
"Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.",real,LIAR_LOCAL
"Says when he was governor,we expanded participation in Virginia in early childhood programs by nearly 40 percent.",real,LIAR_LOCAL
There are many health insurance plans that will cover Viagra but won't cover birth-control medication.,fake,LIAR_LOCAL
